mc_snap_10000000_100.601.xyz,      -1.611044
mc_snap_10000000_1094.59.xyz,      -1.608273
mc_snap_10000000_1205.41.xyz,      -1.607578
mc_snap_10000000_122.003.xyz,      -1.611012
mc_snap_10000000_140.993.xyz,      -1.610957
mc_snap_10000000_1427.03.xyz,      -1.60704
mc_snap_10000000_1497.53.xyz,      -1.606631
mc_snap_10000000_183.815.xyz,      -1.610913
mc_snap_10000000_20.xyz,      -1.611089
mc_snap_10000000_202.426.xyz,      -1.610853
mc_snap_10000000_245.491.xyz,      -1.61066
mc_snap_10000000_283.702.xyz,      -1.610642
mc_snap_10000000_30.1329.xyz,      -1.611107
mc_snap_10000000_320.05.xyz,      -1.610503
mc_snap_10000000_388.14.xyz,      -1.610303
mc_snap_10000000_40.2434.xyz,      -1.611101
mc_snap_10000000_448.555.xyz,      -1.610249
mc_snap_10000000_506.024.xyz,      -1.610191
mc_snap_10000000_51.2162.xyz,      -1.611093
mc_snap_10000000_60.6325.xyz,      -1.611077
mc_snap_10000000_613.679.xyz,      -1.60994
mc_snap_10000000_709.199.xyz,      -1.609812
mc_snap_10000000_80.9767.xyz,      -1.611058
mc_snap_10000000_800.063.xyz,      -1.609224
mc_snap_10000000_902.569.xyz,      -1.609147
mc_snap_10000000_1043.06.xyz,      -1.608457
mc_snap_10000000_105.571.xyz,      -1.611031
mc_snap_10000000_1068.51.xyz,      -1.608267
mc_snap_10000000_1148.66.xyz,      -1.607784
mc_snap_10000000_1176.69.xyz,      -1.60776
mc_snap_10000000_124.98.xyz,      -1.611033
mc_snap_10000000_1264.96.xyz,      -1.607665
mc_snap_10000000_1295.83.xyz,      -1.60689
mc_snap_10000000_1359.85.xyz,      -1.606627
mc_snap_10000000_137.634.xyz,      -1.610994
mc_snap_10000000_1393.03.xyz,      -1.606901
mc_snap_10000000_144.434.xyz,      -1.61096
mc_snap_10000000_1461.86.xyz,      -1.606531
mc_snap_10000000_1534.08.xyz,      -1.606399
mc_snap_10000000_155.268.xyz,      -1.610979
mc_snap_10000000_1571.51.xyz,      -1.606263
mc_snap_10000000_1649.15.xyz,      -1.606499
mc_snap_10000000_166.915.xyz,      -1.610922
mc_snap_10000000_1689.4.xyz,      -1.606293
mc_snap_10000000_1730.62.xyz,      -1.606148
mc_snap_10000000_175.161.xyz,      -1.610935
mc_snap_10000000_1772.86.xyz,      -1.605989
mc_snap_10000000_1816.12.xyz,      -1.606058
mc_snap_10000000_1860.44.xyz,      -1.606244
mc_snap_10000000_188.301.xyz,      -1.610906
mc_snap_10000000_1905.85.xyz,      -1.606069
mc_snap_10000000_1952.36.xyz,      -1.60612
mc_snap_10000000_197.603.xyz,      -1.61084
mc_snap_10000000_2000.xyz,      -1.60599
mc_snap_10000000_217.61.xyz,      -1.61074
mc_snap_10000000_228.361.xyz,      -1.610775
mc_snap_10000000_239.643.xyz,      -1.610666
mc_snap_10000000_25.4532.xyz,      -1.611102
mc_snap_10000000_257.619.xyz,      -1.610677
mc_snap_10000000_276.944.xyz,      -1.610647
mc_snap_10000000_297.718.xyz,      -1.610571
mc_snap_10000000_312.426.xyz,      -1.610536
mc_snap_10000000_335.862.xyz,      -1.610534
mc_snap_10000000_35.6729.xyz,      -1.61111
mc_snap_10000000_352.455.xyz,      -1.610446
mc_snap_10000000_378.893.xyz,      -1.610433
mc_snap_10000000_397.612.xyz,      -1.610276
mc_snap_10000000_427.438.xyz,      -1.610304
mc_snap_10000000_45.3995.xyz,      -1.611087
mc_snap_10000000_470.715.xyz,      -1.610191
mc_snap_10000000_531.024.xyz,      -1.610082
mc_snap_10000000_55.058.xyz,      -1.61109
mc_snap_10000000_570.857.xyz,      -1.609847
mc_snap_10000000_628.655.xyz,      -1.60986
mc_snap_10000000_65.1807.xyz,      -1.611073
mc_snap_10000000_675.812.xyz,      -1.60977
mc_snap_10000000_744.236.xyz,      -1.609437
mc_snap_10000000_75.3262.xyz,      -1.611078
mc_snap_10000000_781.004.xyz,      -1.609332
mc_snap_10000000_839.589.xyz,      -1.609315
mc_snap_10000000_87.0509.xyz,      -1.611066
mc_snap_10000000_881.067.xyz,      -1.608967
mc_snap_10000000_947.159.xyz,      -1.6088
mc_snap_10000000_95.8646.xyz,      -1.611044
mc_snap_10000000_993.951.xyz,      -1.608535
