mc_snap_10000000_1004.88.xyz,   -1.278993
mc_snap_10000000_101.329.xyz,   -1.2814489999999998
mc_snap_10000000_1028.2.xyz,   -1.278645
mc_snap_10000000_1052.07.xyz,   -1.278403
mc_snap_10000000_1076.48.xyz,   -1.278324
mc_snap_10000000_1101.46.xyz,   -1.278376
mc_snap_10000000_1127.03.xyz,   -1.278136
mc_snap_10000000_1153.18.xyz,   -1.278193
mc_snap_10000000_1179.95.xyz,   -1.278224
mc_snap_10000000_1207.33.xyz,   -1.278191
mc_snap_10000000_121.743.xyz,   -1.28143
mc_snap_10000000_1235.35.xyz,   -1.278279
mc_snap_10000000_1264.02.xyz,   -1.278176
mc_snap_10000000_1293.35.xyz,   -1.277963
mc_snap_10000000_1323.37.xyz,   -1.278191
mc_snap_10000000_1354.08.xyz,   -1.278012
mc_snap_10000000_1385.51.xyz,   -1.278025
mc_snap_10000000_1417.66.xyz,   -1.277897
mc_snap_10000000_1450.56.xyz,   -1.277916
mc_snap_10000000_1484.23.xyz,   -1.277991
mc_snap_10000000_1518.67.xyz,   -1.277627
mc_snap_10000000_1553.92.xyz,   -1.27779
mc_snap_10000000_1589.98.xyz,   -1.277766
mc_snap_10000000_160.328.xyz,   -1.281422
mc_snap_10000000_1626.88.xyz,   -1.277563
mc_snap_10000000_1664.64.xyz,   -1.277729
mc_snap_10000000_1703.27.xyz,   -1.277721
mc_snap_10000000_1742.8.xyz,   -1.277684
mc_snap_10000000_1783.24.xyz,   -1.277607
mc_snap_10000000_1824.63.xyz,   -1.277692
mc_snap_10000000_183.989.xyz,   -1.281329
mc_snap_10000000_1866.98.xyz,   -1.277874
mc_snap_10000000_1910.3.xyz,   -1.277835
mc_snap_10000000_1954.64.xyz,   -1.277674
mc_snap_10000000_2000.xyz,   -1.277535
mc_snap_10000000_201.673.xyz,   -1.281224
mc_snap_10000000_242.303.xyz,   -1.28105
mc_snap_10000000_25.xyz,   -1.28147
mc_snap_10000000_284.515.xyz,   -1.2808700000000002
mc_snap_10000000_326.504.xyz,   -1.280769
mc_snap_10000000_36.0879.xyz,   -1.281466
mc_snap_10000000_383.385.xyz,   -1.280375
mc_snap_10000000_40.4744.xyz,   -1.281468
mc_snap_10000000_420.233.xyz,   -1.280356
mc_snap_10000000_45.3941.xyz,   -1.281466
mc_snap_10000000_460.623.xyz,   -1.280132
mc_snap_10000000_50.9118.xyz,   -1.281465
mc_snap_10000000_504.895.xyz,   -1.280002
mc_snap_10000000_55.8051.xyz,   -1.281462
mc_snap_10000000_606.612.xyz,   -1.279749
mc_snap_10000000_61.1687.xyz,   -1.281461
mc_snap_10000000_635.095.xyz,   -1.279682
mc_snap_10000000_664.916.xyz,   -1.279624
mc_snap_10000000_696.136.xyz,   -1.279575
mc_snap_10000000_70.1959.xyz,   -1.281466
mc_snap_10000000_712.292.xyz,   -1.279373
mc_snap_10000000_728.823.xyz,   -1.279487
mc_snap_10000000_745.737.xyz,   -1.279346
mc_snap_10000000_763.044.xyz,   -1.279453
mc_snap_10000000_780.752.xyz,   -1.279274
mc_snap_10000000_798.872.xyz,   -1.279269
mc_snap_10000000_80.5554.xyz,   -1.281459
mc_snap_10000000_817.412.xyz,   -1.279298
mc_snap_10000000_836.382.xyz,   -1.279099
mc_snap_10000000_855.793.xyz,   -1.27926
mc_snap_10000000_875.654.xyz,   -1.27916
mc_snap_10000000_895.976.xyz,   -1.27903
mc_snap_10000000_90.3471.xyz,   -1.281462
mc_snap_10000000_916.769.xyz,   -1.278814
mc_snap_10000000_938.045.xyz,   -1.279136
mc_snap_10000000_959.815.xyz,   -1.278923
mc_snap_10000000_982.091.xyz,   -1.278934
