#	6.2	6.2	6.2
	24.8	0.0	0.0
	0.0	24.8	0.0
	0.0	0.0	12.4
# Number of medium atoms:	64
# Number of medium atom type:	4
	W	21.7	3.1	9.3	
	W	12.4	6.2	0.0	
	W	3.1	9.3	3.1	
	W	9.3	9.3	9.3	
	W	6.2	0.0	6.2	
	W	9.3	21.7	3.1	
	W	0.0	12.4	0.0	
	W	18.6	18.6	0.0	
	W	15.5	9.3	3.1	
	W	18.6	0.0	0.0	
	W	15.5	3.1	9.3	
	W	18.6	0.0	6.2	
	W	6.2	18.6	6.2	
	W	0.0	18.6	6.2	
	W	6.2	0.0	0.0	
	W	18.6	6.2	6.2	
	Nb	9.3	3.1	9.3	
	Nb	12.4	18.6	0.0	
	Nb	0.0	6.2	0.0	
	Nb	18.6	12.4	0.0	
	Nb	9.3	21.7	9.3	
	Nb	12.4	6.2	6.2	
	Nb	18.6	12.4	6.2	
	Nb	9.3	15.5	9.3	
	Nb	21.7	9.3	3.1	
	Nb	12.4	0.0	6.2	
	Nb	6.2	12.4	6.2	
	Nb	18.6	18.6	6.2	
	Nb	21.7	3.1	3.1	
	Nb	15.5	15.5	9.3	
	Nb	3.1	15.5	3.1	
	Nb	6.2	12.4	0.0	
	Mo	12.4	12.4	0.0	
	Mo	3.1	3.1	9.3	
	Mo	21.7	15.5	9.3	
	Mo	9.3	3.1	3.1	
	Mo	21.7	21.7	9.3	
	Mo	3.1	21.7	3.1	
	Mo	15.5	3.1	3.1	
	Mo	0.0	12.4	6.2	
	Mo	12.4	12.4	6.2	
	Mo	21.7	21.7	3.1	
	Mo	6.2	6.2	6.2	
	Mo	3.1	9.3	9.3	
	Mo	15.5	9.3	9.3	
	Mo	3.1	21.7	9.3	
	Mo	9.3	15.5	3.1	
	Mo	21.7	15.5	3.1	
	Ta	12.4	18.6	6.2	
	Ta	9.3	9.3	3.1	
	Ta	3.1	15.5	9.3	
	Ta	15.5	21.7	9.3	
	Ta	0.0	6.2	6.2	
	Ta	0.0	0.0	0.0	
	Ta	21.7	9.3	9.3	
	Ta	6.2	18.6	0.0	
	Ta	12.4	0.0	0.0	
	Ta	3.1	3.1	3.1	
	Ta	15.5	21.7	3.1	
	Ta	18.6	6.2	0.0	
	Ta	6.2	6.2	0.0	
	Ta	0.0	18.6	0.0	
	Ta	0.0	0.0	6.2	
	Ta	15.5	15.5	3.1	
