#	6.2	6.2	6.2
	31.0	0.0	0.0
	0.0	12.4	0.0
	0.0	0.0	12.4
# Number of medium atoms:	40
# Number of medium atom type:	5
	W	3.1	9.3	9.3	
	W	6.2	6.2	0.0	
	W	24.8	6.2	6.2	
	W	24.8	0.0	0.0	
	W	15.5	3.1	3.1	
	W	12.4	6.2	0.0	
	W	6.2	0.0	0.0	
	W	0.0	6.2	0.0	
	Nb	24.8	6.2	0.0	
	Nb	15.5	3.1	9.3	
	Nb	18.6	0.0	0.0	
	Nb	21.7	3.1	9.3	
	Nb	15.5	9.3	3.1	
	Nb	27.9	9.3	3.1	
	Nb	12.4	0.0	0.0	
	Nb	9.3	3.1	9.3	
	Mo	21.7	9.3	9.3	
	Mo	24.8	0.0	6.2	
	Mo	18.6	6.2	6.2	
	Mo	27.9	3.1	9.3	
	Mo	27.9	9.3	9.3	
	Mo	12.4	0.0	6.2	
	Mo	3.1	3.1	3.1	
	Mo	9.3	3.1	3.1	
	Ta	0.0	6.2	6.2	
	Ta	12.4	6.2	6.2	
	Ta	6.2	6.2	6.2	
	Ta	3.1	9.3	3.1	
	Ta	21.7	3.1	3.1	
	Ta	21.7	9.3	3.1	
	Ta	6.2	0.0	6.2	
	Ta	9.3	9.3	9.3	
	V	9.3	9.3	3.1	
	V	0.0	0.0	6.2	
	V	15.5	9.3	9.3	
	V	0.0	0.0	0.0	
	V	27.9	3.1	3.1	
	V	18.6	6.2	0.0	
	V	18.6	0.0	6.2	
	V	3.1	3.1	9.3	
