#	6.2	6.2	6.2
	31.0	0.0	0.0
	0.0	24.8	0.0
	0.0	0.0	12.4
# Number of medium atoms:	80
# Number of medium atom type:	5
	W	12.4	6.2	0.0	
	W	27.9	15.5	3.1	
	W	18.6	0.0	6.2	
	W	3.1	9.3	9.3	
	W	6.2	0.0	0.0	
	W	21.7	15.5	3.1	
	W	12.4	0.0	6.2	
	W	3.1	3.1	9.3	
	W	3.1	15.5	3.1	
	W	18.6	6.2	0.0	
	W	0.0	18.6	6.2	
	W	18.6	18.6	0.0	
	W	24.8	12.4	0.0	
	W	27.9	3.1	9.3	
	W	0.0	6.2	6.2	
	W	18.6	0.0	0.0	
	Nb	9.3	9.3	3.1	
	Nb	12.4	0.0	0.0	
	Nb	21.7	9.3	9.3	
	Nb	0.0	18.6	0.0	
	Nb	24.8	0.0	0.0	
	Nb	18.6	12.4	0.0	
	Nb	3.1	21.7	9.3	
	Nb	3.1	15.5	9.3	
	Nb	15.5	15.5	9.3	
	Nb	21.7	21.7	9.3	
	Nb	24.8	6.2	0.0	
	Nb	21.7	3.1	9.3	
	Nb	15.5	3.1	3.1	
	Nb	15.5	21.7	3.1	
	Nb	12.4	12.4	6.2	
	Nb	15.5	15.5	3.1	
	Mo	27.9	3.1	3.1	
	Mo	21.7	9.3	3.1	
	Mo	6.2	6.2	6.2	
	Mo	0.0	12.4	6.2	
	Mo	27.9	9.3	9.3	
	Mo	9.3	15.5	3.1	
	Mo	24.8	18.6	6.2	
	Mo	9.3	3.1	9.3	
	Mo	6.2	12.4	0.0	
	Mo	12.4	12.4	0.0	
	Mo	9.3	21.7	9.3	
	Mo	3.1	3.1	3.1	
	Mo	12.4	18.6	0.0	
	Mo	9.3	15.5	9.3	
	Mo	18.6	12.4	6.2	
	Mo	6.2	6.2	0.0	
	Ta	3.1	9.3	3.1	
	Ta	15.5	21.7	9.3	
	Ta	15.5	3.1	9.3	
	Ta	6.2	0.0	6.2	
	Ta	9.3	3.1	3.1	
	Ta	27.9	15.5	9.3	
	Ta	24.8	0.0	6.2	
	Ta	27.9	9.3	3.1	
	Ta	21.7	21.7	3.1	
	Ta	6.2	12.4	6.2	
	Ta	27.9	21.7	9.3	
	Ta	12.4	6.2	6.2	
	Ta	27.9	21.7	3.1	
	Ta	9.3	9.3	9.3	
	Ta	18.6	18.6	6.2	
	Ta	0.0	0.0	6.2	
	Ti	6.2	18.6	6.2	
	Ti	3.1	21.7	3.1	
	Ti	24.8	18.6	0.0	
	Ti	21.7	3.1	3.1	
	Ti	24.8	6.2	6.2	
	Ti	24.8	12.4	6.2	
	Ti	9.3	21.7	3.1	
	Ti	15.5	9.3	3.1	
	Ti	15.5	9.3	9.3	
	Ti	0.0	12.4	0.0	
	Ti	0.0	6.2	0.0	
	Ti	0.0	0.0	0.0	
	Ti	21.7	15.5	9.3	
	Ti	6.2	18.6	0.0	
	Ti	18.6	6.2	6.2	
	Ti	12.4	18.6	6.2	
